enrollee_id,city,city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target,training_hours_capped,education_level_encoded,relevent_experience_encoded,experience_encoded,company_size_encoded,last_new_job_encoded,enrolled_university_encoded,city_freq,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,gender_Female,gender_Male,gender_Other,gender_Unknown,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown
29657,city_103,0.92,No relevent experience,Part time course,Graduate,<1,50-99,1,15,0.0,15.0,2,0,0,2,1.0,2,0.22732017955945297,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
31599,city_16,0.91,Has relevent experience,no_enrollment,Graduate,>20,100-500,2,49,1.0,49.0,2,1,21,3,2.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
636,city_103,0.92,Has relevent experience,no_enrollment,Graduate,9,10000+,1,10,0.0,10.0,2,1,9,7,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
25477,city_136,0.897,Has relevent experience,no_enrollment,Masters,6,50-99,1,17,0.0,17.0,3,1,6,2,1.0,0,0.030587744023384485,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
31933,city_149,0.6890000000000001,No relevent experience,Full time course,Graduate,7,50-99,never,300,0.0,185.5,2,0,7,2,0.0,1,0.005324146570623238,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2229,city_102,0.804,Has relevent experience,no_enrollment,Phd,7,500-999,>4,7,1.0,7.0,4,1,7,4,5.0,0,0.015868044681073182,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
10794,city_21,0.624,No relevent experience,no_enrollment,Masters,3,Unknown,>4,57,1.0,57.0,3,0,3,-1,5.0,0,0.14103768660611754,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
14387,city_103,0.92,No relevent experience,Full time course,Graduate,12,Unknown,never,92,0.0,92.0,2,0,12,-1,0.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
12260,city_136,0.897,Has relevent experience,no_enrollment,Masters,18,100-500,1,216,0.0,185.5,3,1,18,3,1.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
32467,city_83,0.923,Has relevent experience,no_enrollment,Graduate,4,10/49,4,45,0.0,45.0,2,1,4,1,0.0,0,0.0074642447019521874,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
31390,city_103,0.92,Has relevent experience,no_enrollment,Graduate,10,<10,>4,266,0.0,185.5,2,1,10,0,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
32178,city_54,0.856,Has relevent experience,no_enrollment,Graduate,>20,10/49,4,73,0.0,73.0,2,1,21,1,0.0,0,0.0007307652155757385,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
16709,city_91,0.691,No relevent experience,Full time course,High School,3,Unknown,1,151,1.0,151.0,1,0,3,-1,1.0,1,0.002348888192922017,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
12457,city_67,0.855,Has relevent experience,no_enrollment,Masters,7,10/49,>4,102,1.0,102.0,3,1,7,1,5.0,0,0.022497129136653096,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1014,city_116,0.743,Has relevent experience,no_enrollment,Graduate,7,Unknown,4,166,0.0,166.0,2,1,7,-1,0.0,0,0.006681281970978181,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
16190,city_102,0.804,No relevent experience,no_enrollment,Graduate,3,Unknown,3,38,0.0,38.0,2,0,3,-1,3.0,0,0.015868044681073182,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
12907,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,Unknown,1,52,0.0,52.0,2,1,21,-1,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
24374,city_21,0.624,Has relevent experience,no_enrollment,Masters,<1,100-500,1,30,1.0,30.0,3,1,0,3,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
13186,city_103,0.92,Has relevent experience,no_enrollment,Graduate,8,Unknown,4,89,1.0,89.0,2,1,8,-1,0.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
4164,city_103,0.92,Has relevent experience,no_enrollment,Graduate,17,500-999,>4,100,0.0,100.0,2,1,17,4,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
30552,city_160,0.92,No relevent experience,Full time course,Graduate,5,Unknown,1,56,1.0,56.0,2,0,5,-1,1.0,1,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2603,city_40,0.7759999999999999,Has relevent experience,no_enrollment,High School,3,50-99,1,28,0.0,28.0,1,1,3,2,1.0,0,0.003549431047082159,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
16846,city_103,0.92,No relevent experience,no_enrollment,Graduate,17,50-99,>4,31,0.0,31.0,2,0,17,2,5.0,0,0.22732017955945297,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1662,city_160,0.92,Has relevent experience,Full time course,Graduate,8,Unknown,1,34,1.0,34.0,2,1,8,-1,1.0,1,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
6228,city_41,0.8270000000000001,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,188,0.0,185.5,2,1,21,7,5.0,0,0.004645578870445767,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
26307,city_173,0.878,Has relevent experience,no_enrollment,Graduate,14,50-99,>4,111,0.0,111.0,2,1,14,2,5.0,0,0.007881824825138323,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
27055,city_45,0.89,Has relevent experience,no_enrollment,Masters,7,Unknown,3,27,0.0,27.0,3,1,7,-1,3.0,0,0.005898319240004176,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
28580,city_46,0.762,Has relevent experience,Part time course,Masters,6,Unknown,3,41,0.0,41.0,3,1,6,-1,3.0,2,0.006681281970978181,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
12655,city_114,0.926,No relevent experience,Part time course,High School,3,50-99,3,108,0.0,108.0,1,0,3,2,3.0,2,0.06973588057208477,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
21385,city_61,0.913,Has relevent experience,no_enrollment,Graduate,7,<10,1,10,0.0,10.0,2,1,7,0,1.0,0,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
6345,city_114,0.926,Has relevent experience,no_enrollment,Masters,15,100-500,never,16,0.0,16.0,3,1,15,3,0.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
21893,city_136,0.897,Has relevent experience,no_enrollment,Masters,>20,50-99,1,26,0.0,26.0,3,1,21,2,1.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
16341,city_21,0.624,No relevent experience,Full time course,Graduate,4,50-99,1,158,0.0,158.0,2,0,4,2,1.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
30105,city_103,0.92,Has relevent experience,no_enrollment,Graduate,1,10000+,1,48,0.0,48.0,2,1,1,7,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
30008,city_103,0.92,Has relevent experience,no_enrollment,Graduate,3,1000-4999,2,2,0.0,2.0,2,1,3,5,2.0,0,0.22732017955945297,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4617,city_93,0.865,Has relevent experience,Full time course,Graduate,6,10/49,4,92,0.0,92.0,2,1,6,1,0.0,1,0.0013571354003549432,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
17314,city_11,0.55,No relevent experience,no_enrollment,High School,<1,Unknown,never,29,1.0,29.0,1,0,0,-1,0.0,0,0.01289278630337196,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
29756,city_173,0.878,Has relevent experience,Full time course,Graduate,10,Unknown,2,99,1.0,99.0,2,1,10,-1,2.0,1,0.007881824825138323,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
32879,city_160,0.92,No relevent experience,no_enrollment,Graduate,1,5000-9999,1,48,1.0,48.0,2,0,1,6,1.0,0,0.04410690051153565,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
24072,city_10,0.895,Has relevent experience,no_enrollment,Graduate,4,50-99,1,55,0.0,55.0,2,1,4,2,1.0,0,0.004488986324250966,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
23597,city_75,0.939,Has relevent experience,Full time course,Phd,>20,Unknown,>4,50,0.0,50.0,4,1,21,-1,5.0,1,0.015920242196471448,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
15847,city_103,0.92,Has relevent experience,no_enrollment,Masters,>20,50-99,>4,70,0.0,70.0,3,1,21,2,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
20664,city_114,0.926,Has relevent experience,no_enrollment,Graduate,12,100-500,1,48,0.0,48.0,2,1,12,3,1.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
23559,city_67,0.855,Has relevent experience,no_enrollment,Graduate,11,Unknown,2,76,1.0,76.0,2,1,11,-1,2.0,0,0.022497129136653096,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
5735,city_159,0.843,Has relevent experience,no_enrollment,Graduate,3,100-500,2,170,0.0,170.0,2,1,3,3,2.0,0,0.004906566447437102,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
4313,city_103,0.92,No relevent experience,Full time course,Graduate,1,Unknown,1,52,1.0,52.0,2,0,1,-1,1.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
31729,city_61,0.913,Has relevent experience,no_enrollment,Graduate,9,50-99,1,33,0.0,33.0,2,1,9,2,1.0,0,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
26776,city_145,0.555,No relevent experience,Part time course,Graduate,<1,Unknown,1,58,0.0,58.0,2,0,0,-1,1.0,2,0.0032884434700908237,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
23520,city_21,0.624,Has relevent experience,no_enrollment,Graduate,9,10000+,1,12,1.0,12.0,2,1,9,7,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
31657,city_128,0.527,Has relevent experience,no_enrollment,Graduate,4,Unknown,1,40,1.0,40.0,2,1,4,-1,1.0,0,0.004802171416640568,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
9761,city_16,0.91,Has relevent experience,no_enrollment,Masters,10,100-500,1,51,0.0,51.0,3,1,10,3,1.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
9721,city_103,0.92,Has relevent experience,no_enrollment,Masters,>20,1000-4999,>4,50,1.0,50.0,3,1,21,5,5.0,0,0.22732017955945297,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
30895,city_136,0.897,Has relevent experience,no_enrollment,Masters,6,10000+,1,160,0.0,160.0,3,1,6,7,1.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
6819,city_21,0.624,No relevent experience,no_enrollment,High School,1,Unknown,never,52,0.0,52.0,1,0,1,-1,0.0,0,0.14103768660611754,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
29372,city_30,0.698,Has relevent experience,no_enrollment,Unknown,8,Unknown,1,15,0.0,15.0,-1,1,8,-1,1.0,0,0.001096147823363608,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
27132,city_103,0.92,No relevent experience,Full time course,Graduate,3,50-99,3,8,1.0,8.0,2,0,3,2,3.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
11005,city_152,0.698,Has relevent experience,Unknown,Graduate,10,Unknown,never,40,0.0,40.0,2,1,10,-1,0.0,-1,0.002662073285311619,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1707,city_103,0.92,Has relevent experience,no_enrollment,High School,4,1000-4999,1,42,0.0,42.0,1,1,4,5,1.0,0,0.22732017955945297,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
25034,city_21,0.624,No relevent experience,no_enrollment,Graduate,2,1000-4999,1,9,0.0,9.0,2,0,2,5,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
22541,city_21,0.624,No relevent experience,Full time course,Masters,9,1000-4999,1,34,0.0,34.0,3,0,9,5,1.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
27052,city_23,0.899,Has relevent experience,no_enrollment,Graduate,12,100-500,>4,96,0.0,96.0,2,1,12,3,5.0,0,0.009499947802484601,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
24454,city_21,0.624,No relevent experience,Full time course,High School,3,Unknown,never,32,0.0,32.0,1,0,3,-1,0.0,1,0.14103768660611754,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
24014,city_42,0.563,Has relevent experience,no_enrollment,Masters,6,50-99,1,103,1.0,103.0,3,1,6,2,1.0,0,0.0006785677001774716,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
9555,city_102,0.804,Has relevent experience,no_enrollment,Graduate,>20,10000+,4,55,0.0,55.0,2,1,21,7,0.0,0,0.015868044681073182,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
17816,city_36,0.893,Has relevent experience,no_enrollment,Graduate,5,10/49,2,55,0.0,55.0,2,1,5,1,2.0,0,0.008351602463722727,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
10916,city_103,0.92,Has relevent experience,no_enrollment,Graduate,11,100-500,1,15,0.0,15.0,2,1,11,3,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
9458,city_105,0.794,Has relevent experience,no_enrollment,Graduate,13,100-500,3,34,0.0,34.0,2,1,13,3,3.0,0,0.004123603716463096,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
